Column1	title	year	rating	metascore	gross	hyperlink	country	Column2	budget	awards	award wins	award nominations	duration	rating-metascore	revenue	genre1	genre2	genre3
338	Boogie Nights	1997	79	85	26400000	https://www.imdb.com/title/tt0118749/?ref_=adv_li_i	USA		15000000	Nominated for 3 Oscars.	0	3	2h 35min	6.00	11400000.00	Drama		
638	The Sweet Hereafter	1997	76	90	3250000	https://www.imdb.com/title/tt0120255/?ref_=adv_li_i	Canada		3757451.318	Nominated for 2 Oscars.	0	2	1h 52min	14.00	-507451.32	Drama		
637	Mulan	1998	76	71	120620000	https://www.imdb.com/title/tt0120762/?ref_=adv_li_i	USA		90000000	Nominated for 1 Oscar.	0	1	1h 28min	5.00	30620000.00	Animation	 Adventure	 Family
174	"Black Cat, White Cat"	1998	81	73	350000	https://www.imdb.com/title/tt0118843/?ref_=adv_li_i	Federal Republic of Yugoslavia		Unknown	5 wins & 4 nominations.	5	4	2h 7min	8.00		Comedy	 Crime	 Romance
173	The Truman Show	1998	81	90	125620000	https://www.imdb.com/title/tt0120382/?ref_=adv_li_i	USA		60000000	Nominated for 3 Oscars.	0	3	1h 43min	9.00	65620000.00	Comedy	 Drama	 Sci-Fi
534	Run Lola Run	1998	77	77	7270000	https://www.imdb.com/title/tt0130827/?ref_=adv_li_i	Germany		2026050	Nominated for 1 BAFTA Film Award.	0	1	1h 20min	0.00	5243950.00	Crime	 Drama	 Thriller
538	Dark City	1998	77	66	14380000	https://www.imdb.com/title/tt0118929/?ref_=adv_li_i	Australia		27000000	10 wins & 15 nominations.	10	15	1h 40min	11.00	-12620000.00	Mystery	 Sci-Fi	 Thriller
110	"Lock, Stock and Two Smoking Barrels"	1998	82	66	3900000	https://www.imdb.com/title/tt0120735/?ref_=adv_li_i	UK		1244960.567	Nominated for 1 BAFTA Film Award.	0	1	1h 47min	16.00	2655039.43	Comedy	 Crime	
175	The Big Lebowski	1998	81	71	17500000	https://www.imdb.com/title/tt0118715/?ref_=adv_li_i	USA		15000000	5 wins & 17 nominations.	5	17	1h 57min	10.00	2500000.00	Comedy	 Crime	
427	Happiness	1998	78	81	2810000	https://www.imdb.com/title/tt0147612/?ref_=adv_li_i	USA		3000000	Nominated for 1 Golden Globe.	0	1	2h 14min	3.00	-190000.00	Comedy	 Drama	
535	Rushmore	1998	77	86	17110000	https://www.imdb.com/title/tt0128445/?ref_=adv_li_i	USA		9000000	Nominated for 1 Golden Globe.	0	1	1h 33min	9.00	8110000.00	Comedy	 Drama	
23	Saving Private Ryan	1998	86	91	216540000	https://www.imdb.com/title/tt0120815/?ref_=adv_li_i	USA		70000000	Won 5 Oscars.	5	0	2h 49min	5.00	146540000.00	Drama	 War	
636	The Thin Red Line	1998	76	78	36400000	https://www.imdb.com/title/tt0120863/?ref_=adv_li_i	USA		52000000	Nominated for 7 Oscars.	0	7	2h 50min	2.00	-15600000.00	Drama	 War	
537	Le Dîner de Cons	1998	77	73	4070000	https://www.imdb.com/title/tt0119038/?ref_=adv_li_i	France		14153447	5 wins & 4 nominations.	5	4	1h 20min	4.00	-10083447.00	Comedy		
37	American History X	1998	85	62	6720000	https://www.imdb.com/title/tt0120586/?ref_=adv_li_i	USA		7500000	Nominated for 1 Oscar.	0	1	1h 59min	23.00	-780000.00	Drama		
246	Central Station	1998	80	80	5600000	https://www.imdb.com/title/tt0140888/?ref_=adv_li_i	Brazil		2900000	Nominated for 2 Oscars.	0	2	1h 53min	0.00	2700000.00	Drama		
172	The Celebration	1998	81	82	1650000	https://www.imdb.com/title/tt0154420/?ref_=adv_li_i	Denmark		1300000	Nominated for 1 Golden Globe.	0	1	1h 45min	1.00	350000.00	Drama		
247	The Iron Giant	1999	80	85	23160000	https://www.imdb.com/title/tt0129167/?ref_=adv_li_i	USA		70000000	20 wins & 18 nominations.	20	18	1h 26min	5.00	-46840000.00	Animation	 Action	 Adventure
337	Toy Story 2	1999	79	88	245850000	https://www.imdb.com/title/tt0120363/?ref_=adv_li_i	USA		90000000	Nominated for 1 Oscar.	0	1	1h 32min	9.00	155850000.00	Animation	 Adventure	 Comedy
633	Boys Don't Cry	1999	76	86	11530000	https://www.imdb.com/title/tt0171804/?ref_=adv_li_i	USA		2000000	Won 1 Oscar.	1	0	1h 58min	10.00	9530000.00	Biography	 Crime	 Drama
428	October Sky	1999	78	71	32479999	https://www.imdb.com/title/tt0132477/?ref_=adv_li_i	USA		25000000	4 wins & 11 nominations.	4	11	1h 48min	7.00	7479999.00	Biography	 Drama	 Family
425	"South Park: Bigger, Longer &amp; Uncut"	1999	78	73	52010000	https://www.imdb.com/title/tt0158983/?ref_=adv_li_i	USA		21000000	Nominated for 1 Oscar.	0	1	1h 21min	5.00	31010000.00	Animation	 Comedy	 Fantasy
429	Being John Malkovich	1999	78	90	22860000	https://www.imdb.com/title/tt0120601/?ref_=adv_li_i	USA		13000000	Nominated for 3 Oscars.	0	3	1h 53min	12.00	9860000.00	Comedy	 Drama	 Fantasy
36	The Green Mile	1999	85	61	136800000	https://www.imdb.com/title/tt0120689/?ref_=adv_li_i	USA		60000000	Nominated for 4 Oscars.	0	4	3h 9min	24.00	76800000.00	Crime	 Drama	 Fantasy
632	The Hurricane	1999	76	74	50670000	https://www.imdb.com/title/tt0174856/?ref_=adv_li_i	USA		50000000	Nominated for 1 Oscar.	0	1	2h 26min	2.00	670000.00	Biography	 Drama	 Sport
335	The Insider	1999	79	84	28970000	https://www.imdb.com/title/tt0140352/?ref_=adv_li_i	USA		68000000	Nominated for 7 Oscars.	0	7	2h 37min	5.00	-39030000.00	Biography	 Drama	 Thriller
171	The Sixth Sense	1999	81	64	293510000	https://www.imdb.com/title/tt0167404/?ref_=adv_li_i	USA		40000000	Nominated for 6 Oscars.	0	6	1h 47min	17.00	253510000.00	Drama	 Mystery	 Thriller
245	The Straight Story	1999	80	86	6200000	https://www.imdb.com/title/tt0166896/?ref_=adv_li_i	France		10000000	Nominated for 1 Oscar.	0	1	1h 52min	6.00	-3800000.00	Biography	 Drama	
16	The Matrix	1999	87	73	171480000	https://www.imdb.com/title/tt0133093/?ref_=adv_li_i	USA		63000000	Won 4 Oscars.	4	0	2h 16min	14.00	108480000.00	Action	 Sci-Fi	
426	Office Space	1999	78	68	10820000	https://www.imdb.com/title/tt0151804/?ref_=adv_li_i	USA		10000000	2 nominations.	0	2	1h 29min	10.00	820000.00	Comedy		
333	All About My Mother	1999	79	87	8260000	https://www.imdb.com/title/tt0185125/?ref_=adv_li_i	Spain		Unknown	Won 1 Oscar.	1	0	1h 41min	8.00		Drama		
58	American Beauty	1999	84	86	130100000	https://www.imdb.com/title/tt0169547/?ref_=adv_li_i	USA		15000000	Won 5 Oscars.	5	0	2h 2min	2.00	115100000.00	Drama		
10	Fight Club	1999	88	66	37030000	https://www.imdb.com/title/tt0137523/?ref_=adv_li_i	USA		63000000	Nominated for 1 Oscar.	0	1	2h 19min	22.00	-25970000.00	Drama		
242	Magnolia	1999	80	77	22460000	https://www.imdb.com/title/tt0175880/?ref_=adv_li_i	USA		37000000	Nominated for 3 Oscars.	0	3	3h 8min	3.00	-14540000.00	Drama		
423	"O Brother, Where Art Thou?"	2000	78	69	45510000	https://www.imdb.com/title/tt0190590/?ref_=adv_li_i	UK		26000000	Nominated for 2 Oscars.	0	2	1h 47min	9.00	19510000.00	Adventure	 Comedy	 Crime
35	Gladiator	2000	85	67	187710000	https://www.imdb.com/title/tt0172495/?ref_=adv_li_i	USA		103000000	Won 5 Oscars.	5	0	2h 35min	18.00	84710000.00	Action	 Adventure	 Drama
334	Almost Famous	2000	79	90	32530000	https://www.imdb.com/title/tt0181875/?ref_=adv_li_i	USA		60000000	Won 1 Oscar.	1	0	2h 2min	11.00	-27470000.00	Adventure	 Comedy	 Drama
531	Vampire Hunter D: Bloodlust	2000	77	62	150000	https://www.imdb.com/title/tt0216651/?ref_=adv_li_i	Japan		Unknown	0	0	0	1h 43min	15.00		Animation	 Action	 Fantasy
332	"Crouching Tiger, Hidden Dragon"	2000	79	93	128080000	https://www.imdb.com/title/tt0190332/?ref_=adv_li_i	Taiwan		17000000	Won 4 Oscars.	4	0	2h	14.00	111080000.00	Action	 Adventure	 Fantasy
243	Dancer in the Dark	2000	80	61	4179999	https://www.imdb.com/title/tt0168629/?ref_=adv_li_i	Denmark		12800000	Nominated for 1 Oscar.	0	1	2h 20min	19.00	-8620001.00	Crime	 Drama	 Musical
424	Cast Away	2000	78	73	233630000	https://www.imdb.com/title/tt0162222/?ref_=adv_li_i	USA		90000000	Nominated for 2 Oscars.	0	2	2h 23min	5.00	143630000.00	Adventure	 Drama	 Romance
529	Billy Elliot	2000	77	74	22000000	https://www.imdb.com/title/tt0249462/?ref_=adv_li_i	UK		5000000	Nominated for 3 Oscars.	0	3	1h 50min	3.00	17000000.00	Drama	 Music	 Romance
330	Nine Queens	2000	79	80	1220000	https://www.imdb.com/title/tt0247586/?ref_=adv_li_i	Argentina		1500000	22 wins & 8 nominations.	22	8	1h 54min	1.00	-280000.00	Crime	 Drama	 Thriller
631	Traffic	2000	76	86	124120000	https://www.imdb.com/title/tt0181865/?ref_=adv_li_i	USA		48000000	Won 4 Oscars.	4	0	2h 27min	10.00	76120000.00	Crime	 Drama	 Thriller
634	American Psycho	2000	76	64	15070000	https://www.imdb.com/title/tt0144084/?ref_=adv_li_i	USA		7000000	5 wins & 8 nominations.	5	8	1h 41min	12.00	8070000.00	Crime	 Drama	
176	In the Mood for Love	2000	81	85	2730000	https://www.imdb.com/title/tt0118694/?ref_=adv_li_i	Hong Kong		Unknown	Nominated for 1 BAFTA Film Award.	0	1	1h 38min	4.00		Drama	 Romance	
168	Amores Perros	2000	81	83	5380000	https://www.imdb.com/title/tt0245712/?ref_=adv_li_i	Mexico		2000000	Nominated for 1 Oscar.	0	1	2h 34min	2.00	3380000.00	Drama	 Thriller	
34	Memento	2000	85	80	25540000	https://www.imdb.com/title/tt0209144/?ref_=adv_li_i	USA		9000000	Nominated for 2 Oscars.	0	2	1h 53min	5.00	16540000.00	Mystery	 Thriller	
74	Requiem for a Dream	2000	83	68	3640000	https://www.imdb.com/title/tt0180093/?ref_=adv_li_i	USA		4500000	Nominated for 1 Oscar.	0	1	1h 42min	15.00	-860000.00	Drama		
629	You Can Count on Me	2000	76	85	9180000	https://www.imdb.com/title/tt0203230/?ref_=adv_li_i	USA		1200000	Nominated for 2 Oscars.	0	2	1h 51min	9.00	7980000.00	Drama		
169	"Monsters, Inc."	2001	81	78	289920000	https://www.imdb.com/title/tt0198781/?ref_=adv_li_i	USA		115000000	Won 1 Oscar.	1	0	1h 32min	3.00	174920000.00	Animation	 Adventure	 Comedy
336	Shrek	2001	79	84	267670000	https://www.imdb.com/title/tt0126029/?ref_=adv_li_i	USA		60000000	Won 1 Oscar.	1	0	1h 30min	5.00	207670000.00	Animation	 Adventure	 Comedy
328	Cowboy Bebop: The Movie	2001	79	61	1000000	https://www.imdb.com/title/tt0275277/?ref_=adv_li_i	Japan		Unknown	2 nominations.	0	2	1h 55min	18.00		Animation	 Action	 Crime
530	Y Tu Mamá También	2001	77	88	13620000	https://www.imdb.com/title/tt0245574/?ref_=adv_li_i	Mexico		2000000	Nominated for 1 Oscar.	0	1	1h 46min	11.00	11620000.00	Adventure	 Comedy	 Drama
22	Spirited Away	2001	86	96	10060000	https://www.imdb.com/title/tt0245429/?ref_=adv_li_i	Japan		19000000	Won 1 Oscar.	1	0	2h 5min	10.00	-8940000.00	Animation	 Adventure	 Family
11	The Lord of the Rings: The Fellowship of the Ring	2001	88	92	315540000	https://www.imdb.com/title/tt0120737/?ref_=adv_li_i	New Zealand		93000000	Won 4 Oscars.	4	0	2h 58min	4.00	222540000.00	Adventure	 Drama	 Fantasy
421	Waking Life	2001	78	82	2890000	https://www.imdb.com/title/tt0243017/?ref_=adv_li_i	USA		Unknown	5 wins & 20 nominations.	5	20	1h 39min	4.00		Animation	 Drama	 Fantasy
627	Harry Potter and the Sorcerer's Stone	2001	76	64	317580000	https://www.imdb.com/title/tt0241527/?ref_=adv_li_i	UK		125000000	Nominated for 3 Oscars.	0	3	2h 32min	12.00	192580000.00	Adventure	 Family	 Fantasy
419	Hedwig and the Angry Inch	2001	78	85	3030000	https://www.imdb.com/title/tt0248845/?ref_=adv_li_i	USA		6000000	Nominated for 1 Golden Globe.	0	1	1h 35min	7.00	-2970000.00	Comedy	 Drama	 Music
170	Lagaan: Once Upon a Time in India	2001	81	84	70000	https://www.imdb.com/title/tt0169102/?ref_=adv_li_i	India		6000000	Nominated for 1 Oscar.	0	1	3h 44min	3.00	-5930000.00	Adventure	 Drama	 Musical
630	Moulin Rouge!	2001	76	66	57390000	https://www.imdb.com/title/tt0203009/?ref_=adv_li_i	Australia		50000000	Won 2 Oscars.	2	0	2h 7min	10.00	7390000.00	Drama	 Musical	 Romance
533	Training Day	2001	77	69	76630000	https://www.imdb.com/title/tt0139654/?ref_=adv_li_i	USA		45000000	Won 1 Oscar.	1	0	2h 2min	8.00	31630000.00	Crime	 Drama	 Thriller
244	Mulholland Drive	2001	80	83	7220000	https://www.imdb.com/title/tt0166924/?ref_=adv_li_i	France		15000000	Nominated for 1 Oscar.	0	1	2h 27min	3.00	-7780000.00	Drama	 Mystery	 Thriller
628	The Others	2001	76	74	96520000	https://www.imdb.com/title/tt0230600/?ref_=adv_li_i	USA		17000000	Nominated for 1 Golden Globe.	0	1	1h 44min	2.00	79520000.00	Horror	 Mystery	 Thriller
167	Donnie Darko	2001	81	88	1480000	https://www.imdb.com/title/tt0246578/?ref_=adv_li_i	USA		Unknown	11 wins & 15 nominations.	11	15	1h 53min	7.00		Drama	 Sci-Fi	 Thriller
527	Black Hawk Down	2001	77	74	108640000	https://www.imdb.com/title/tt0265086/?ref_=adv_li_i	USA		92000000	Won 2 Oscars.	2	0	2h 24min	3.00	16640000.00	Drama	 History	 War
109	A Beautiful Mind	2001	82	72	170740000	https://www.imdb.com/title/tt0268978/?ref_=adv_li_i	USA		58000000	Won 4 Oscars.	4	0	2h 15min	10.00	112740000.00	Biography	 Drama	
625	The Royal Tenenbaums	2001	76	76	52360000	https://www.imdb.com/title/tt0265666/?ref_=adv_li_i	USA		21000000	Nominated for 1 Oscar.	0	1	1h 50min	0.00	31360000.00	Comedy	 Drama	
626	The Man Who Wasn't There	2001	76	73	7490000	https://www.imdb.com/title/tt0243133/?ref_=adv_li_i	USA		20000000	Nominated for 1 Oscar.	0	1	1h 56min	3.00	-12510000.00	Crime	 Drama	
73	Amélie	2001	83	69	33229999	https://www.imdb.com/title/tt0211915/?ref_=adv_li_i	France		13290431	Nominated for 5 Oscars.	0	5	2h 2min	14.00	19939568.00	Comedy	 Romance	
422	Ocean's Eleven	2001	78	74	183420000	https://www.imdb.com/title/tt0240772/?ref_=adv_li_i	USA		85000000	4 wins & 20 nominations.	4	20	1h 56min	4.00	98420000.00	Crime	 Thriller	
241	No Man's Land	2001	80	84	1060000	https://www.imdb.com/title/tt0283509/?ref_=adv_li_i	France		2382660	Won 1 Oscar.	1	0	1h 38min	4.00	-1322660.00	Drama	 War	
420	The Count of Monte Cristo	2002	78	61	54230000	https://www.imdb.com/title/tt0245844/?ref_=adv_li_i	UK		35000000	0	0	0	2h 11min	17.00	19230000.00	Action	 Adventure	 Drama
166	Catch Me If You Can	2002	81	75	164620000	https://www.imdb.com/title/tt0264464/?ref_=adv_li_i	USA		52000000	Nominated for 2 Oscars.	0	2	2h 21min	6.00	112620000.00	Biography	 Crime	 Drama
15	The Lord of the Rings: The Two Towers	2002	87	87	342550000	https://www.imdb.com/title/tt0167261/?ref_=adv_li_i	New Zealand		94000000	Won 2 Oscars.	2	0	2h 59min	0.00	248550000.00	Adventure	 Drama	 Fantasy
327	Hero	2002	79	85	53710000	https://www.imdb.com/title/tt0299977/?ref_=adv_li_i	China		31000000	Nominated for 1 Oscar.	0	1	1h 47min	6.00	22710000.00	Action	 Adventure	 History
33	The Pianist	2002	85	85	32570000	https://www.imdb.com/title/tt0253474/?ref_=adv_li_i	France		35000000	Won 3 Oscars.	3	0	2h 30min	0.00	-2430000.00	Biography	 Drama	 Music
532	Minority Report	2002	77	80	132070000	https://www.imdb.com/title/tt0181689/?ref_=adv_li_i	USA		102000000	Nominated for 1 Oscar.	0	1	2h 25min	3.00	30070000.00	Action	 Crime	 Mystery
163	Infernal Affairs	2002	81	75	170000	https://www.imdb.com/title/tt0338564/?ref_=adv_li_i	Hong Kong		6428966	23 wins & 24 nominations.	23	24	1h 41min	6.00	-6258966.00	Crime	 Drama	 Mystery
240	Talk to Her	2002	80	86	9280000	https://www.imdb.com/title/tt0287467/?ref_=adv_li_i	Spain		Unknown	Won 1 Oscar.	1	0	1h 52min	6.00		Drama	 Mystery	 Romance
624	28 Days Later...	2002	76	73	45060000	https://www.imdb.com/title/tt0289043/?ref_=adv_li_i	UK		8000000	10 wins & 31 nominations.	10	31	1h 53min	3.00	37060000.00	Drama	 Horror	 Sci-Fi
528	Road to Perdition	2002	77	72	104450000	https://www.imdb.com/title/tt0257044/?ref_=adv_li_i	USA		80000000	Won 1 Oscar.	1	0	1h 57min	5.00	24450000.00	Crime	 Drama	 Thriller
329	The Bourne Identity	2002	79	68	121660000	https://www.imdb.com/title/tt0258463/?ref_=adv_li_i	USA		60000000	3 wins & 6 nominations.	3	6	1h 59min	11.00	61660000.00	Action	 Mystery	 Thriller
526	Adaptation.	2002	77	83	22250000	https://www.imdb.com/title/tt0268126/?ref_=adv_li_i	USA		19000000	Won 1 Oscar.	1	0	1h 55min	6.00	3250000.00	Comedy	 Drama	
21	City of God	2002	86	79	7560000	https://www.imdb.com/title/tt0317248/?ref_=adv_li_i	Brazil		3300000	Nominated for 4 Oscars.	0	4	2h 10min	7.00	4260000.00	Crime	 Drama	
674	Gangs of New York	2002	75	72	77810000	https://www.imdb.com/title/tt0217505/?ref_=adv_li_i	USA		100000000	Nominated for 10 Oscars.	0	10	2h 47min	3.00	-22190000.00	Crime	 Drama	
326	Lilya 4-Ever	2002	79	82	180000	https://www.imdb.com/title/tt0300140/?ref_=adv_li_i	Sweden		Unknown	12 wins & 11 nominations.	12	11	1h 49min	3.00		Crime	 Drama	
524	25th Hour	2002	77	67	13060000	https://www.imdb.com/title/tt0307901/?ref_=adv_li_i	USA		5000000	Nominated for 1 Golden Globe.	0	1	2h 15min	10.00	8060000.00	Drama		
417	In America	2002	78	76	15540000	https://www.imdb.com/title/tt0298845/?ref_=adv_li_i	Ireland		Unknown	Nominated for 3 Oscars.	0	3	1h 45min	2.00		Drama		
165	Finding Nemo	2003	81	90	380840000	https://www.imdb.com/title/tt0266543/?ref_=adv_li_i	USA		94000000	Won 1 Oscar.	1	0	1h 40min	9.00	286840000.00	Animation	 Adventure	 Comedy
320	Tokyo Godfathers	2003	79	73	130000	https://www.imdb.com/title/tt0388473/?ref_=adv_li_i	Japan		Unknown	8 wins & 1 nomination.	8	1	1h 32min	6.00		Animation	 Adventure	 Comedy
418	The Triplets of Belleville	2003	78	91	7000000	https://www.imdb.com/title/tt0286244/?ref_=adv_li_i	France		9500000	Nominated for 2 Oscars.	0	2	1h 18min	13.00	-2500000.00	Animation	 Comedy	 Drama
162	Memories of Murder	2003	81	82	10000	https://www.imdb.com/title/tt0353969/?ref_=adv_li_i	South Korea		2800000	26 wins & 3 nominations.	26	3	2h 12min	1.00	-2790000.00	Action	 Crime	 Drama
519	The Barbarian Invasions	2003	77	70	3430000	https://www.imdb.com/title/tt0338135/?ref_=adv_li_i	Canada		4508941.582	Won 1 Oscar.	1	0	1h 39min	7.00	-1078941.58	Comedy	 Crime	 Drama
238	Pirates of the Caribbean: The Curse of the Black Pearl	2003	80	63	305410000	https://www.imdb.com/title/tt0325980/?ref_=adv_li_i	USA		140000000	Nominated for 5 Oscars.	0	5	2h 23min	17.00	165410000.00	Action	 Adventure	 Fantasy
4	The Lord of the Rings: The Return of the King	2003	89	94	377850000	https://www.imdb.com/title/tt0167260/?ref_=adv_li_i	New Zealand		94000000	Won 11 Oscars.	11	0	3h 21min	5.00	283850000.00	Adventure	 Drama	 Fantasy
57	Oldboy	2003	84	74	710000	https://www.imdb.com/title/tt0364569/?ref_=adv_li_i	South Korea		3000000	38 wins & 18 nominations.	38	18	2h	10.00	-2290000.00	Action	 Drama	 Mystery
237	Mystic River	2003	80	84	90140000	https://www.imdb.com/title/tt0327056/?ref_=adv_li_i	USA		25000000	Won 2 Oscars.	2	0	2h 18min	4.00	65140000.00	Crime	 Drama	 Mystery
525	Good Bye Lenin!	2003	77	68	4059999	https://www.imdb.com/title/tt0301357/?ref_=adv_li_i	Germany		5446080	Nominated for 1 Golden Globe.	0	1	2h 1min	9.00	-1386081.00	Comedy	 Drama	 Romance
164	Kill Bill: Vol. 1	2003	81	69	70100000	https://www.imdb.com/title/tt0266697/?ref_=adv_li_i	USA		30000000	Nominated for 1 Golden Globe.	0	1	1h 51min	12.00	40100000.00	Action	 Crime	 Thriller
522	21 Grams	2003	77	70	16250000	https://www.imdb.com/title/tt0315733/?ref_=adv_li_i	USA		20000000	Nominated for 2 Oscars.	0	2	2h 4min	7.00	-3750000.00	Crime	 Drama	 Thriller
518	The Station Agent	2003	77	81	5740000	https://www.imdb.com/title/tt0340377/?ref_=adv_li_i	USA		500000	Won 1 BAFTA Film Award.	1	0	1h 29min	4.00	5240000.00	Comedy	 Drama	
623	House of Sand and Fog	2003	76	71	13010000	https://www.imdb.com/title/tt0315983/?ref_=adv_li_i	USA		15000000	Nominated for 3 Oscars.	0	3	2h 6min	5.00	-1990000.00	Crime	 Drama	
161	"Spring, Summer, Fall, Winter... and Spring"	2003	81	85	2380000	https://www.imdb.com/title/tt0374546/?ref_=adv_li_i	South Korea		Unknown	15 wins & 8 nominations.	15	8	1h 43min	4.00		Drama	 Romance	
414	Evil	2003	78	61	20000	https://www.imdb.com/title/tt0338309/?ref_=adv_li_i	Sweden		2377868.595	Nominated for 1 Oscar.	0	1	1h 53min	17.00	-2357868.59	Drama		
415	Lost in Translation	2003	78	89	44590000	https://www.imdb.com/title/tt0335266/?ref_=adv_li_i	USA		4000000	Won 1 Oscar.	1	0	1h 42min	11.00	40590000.00	Drama		
234	The Return	2003	80	82	500000	https://www.imdb.com/title/tt0376968/?ref_=adv_li_i	Russia		Unknown	Nominated for 1 Golden Globe.	0	1	1h 50min	2.00		Drama		
239	The Incredibles	2004	80	90	261440000	https://www.imdb.com/title/tt0317705/?ref_=adv_li_i	USA		92000000	Won 2 Oscars.	2	0	1h 55min	10.00	169440000.00	Animation	 Action	 Adventure
412	Kung Fu Hustle	2004	78	78	17110000	https://www.imdb.com/title/tt0373074/?ref_=adv_li_i	Hong Kong		20000000	Nominated for 1 Golden Globe.	0	1	1h 39min	0.00	-2890000.00	Action	 Comedy	 Crime
416	The Motorcycle Diaries	2004	78	75	16760000	https://www.imdb.com/title/tt0318462/?ref_=adv_li_i	Argentina		Unknown	Won 1 Oscar.	1	0	2h 6min	3.00		Adventure	 Biography	 Drama
108	Howl's Moving Castle	2004	82	80	4710000	https://www.imdb.com/title/tt0347149/?ref_=adv_li_i	Japan		24000000	Nominated for 1 Oscar.	0	1	1h 59min	2.00	-19290000.00	Animation	 Adventure	 Family
523	Finding Neverland	2004	77	67	51680000	https://www.imdb.com/title/tt0308644/?ref_=adv_li_i	USA		25000000	Won 1 Oscar.	1	0	1h 46min	10.00	26680000.00	Biography	 Drama	 Family
325	Harry Potter and the Prisoner of Azkaban	2004	79	82	249360000	https://www.imdb.com/title/tt0304141/?ref_=adv_li_i	UK		130000000	Nominated for 2 Oscars.	0	2	2h 22min	3.00	119360000.00	Adventure	 Family	 Fantasy
107	Downfall	2004	82	82	5510000	https://www.imdb.com/title/tt0363163/?ref_=adv_li_i	Germany		15317100	Nominated for 1 Oscar.	0	1	2h 36min	0.00	-9807100.00	Biography	 Drama	 History
158	Hotel Rwanda	2004	81	79	23530000	https://www.imdb.com/title/tt0395169/?ref_=adv_li_i	UK		17500000	Nominated for 3 Oscars.	0	3	2h 1min	2.00	6030000.00	Biography	 Drama	 History
516	Ray	2004	77	73	75330000	https://www.imdb.com/title/tt0350258/?ref_=adv_li_i	USA		40000000	Won 2 Oscars.	2	0	2h 32min	4.00	35330000.00	Biography	 Drama	 Music
319	Veer-Zaara	2004	79	67	2920000	https://www.imdb.com/title/tt0420332/?ref_=adv_li_i	India		7000000	24 wins & 29 nominations.	24	29	3h 12min	12.00	-4080000.00	Drama	 Family	 Musical
156	3-Iron	2004	81	72	240000	https://www.imdb.com/title/tt0423866/?ref_=adv_li_i	South Korea		1000000	15 wins & 9 nominations.	15	9	1h 28min	9.00	-760000.00	Crime	 Drama	 Romance
517	A Very Long Engagement	2004	77	76	6170000	https://www.imdb.com/title/tt0344510/?ref_=adv_li_i	France		47000000	Nominated for 2 Oscars.	0	2	2h 13min	1.00	-40830000.00	Drama	 Mystery	 Romance
72	Eternal Sunshine of the Spotless Mind	2004	83	89	34400000	https://www.imdb.com/title/tt0338013/?ref_=adv_li_i	USA		20000000	Won 1 Oscar.	1	0	1h 48min	6.00	14400000.00	Drama	 Romance	 Sci-Fi
233	Kill Bill: Vol. 2	2004	80	83	66209999	https://www.imdb.com/title/tt0378194/?ref_=adv_li_i	USA		30000000	Nominated for 2 Golden Globes.	0	2	2h 17min	3.00	36209999.00	Action	 Crime	 Thriller
673	Collateral	2004	75	71	101010000	https://www.imdb.com/title/tt0369339/?ref_=adv_li_i	USA		65000000	Nominated for 2 Oscars.	0	2	2h	4.00	36010000.00	Crime	 Drama	 Thriller
411	Crash	2004	78	69	54580000	https://www.imdb.com/title/tt0375679/?ref_=adv_li_i	USA		6500000	Won 3 Oscars.	3	0	1h 52min	9.00	48080000.00	Crime	 Drama	 Thriller
413	The Bourne Supremacy	2004	78	73	176240000	https://www.imdb.com/title/tt0372183/?ref_=adv_li_i	USA		75000000	5 wins & 22 nominations.	5	22	1h 48min	5.00	101240000.00	Action	 Mystery	 Thriller
514	Mysterious Skin	2004	77	73	700000	https://www.imdb.com/title/tt0370986/?ref_=adv_li_i	USA		Unknown	5 wins & 8 nominations.	5	8	1h 45min	4.00		Drama	 Mystery	 Thriller
159	Tae Guk Gi: The Brotherhood of War	2004	81	64	1110000	https://www.imdb.com/title/tt0386064/?ref_=adv_li_i	South Korea		12800000	12 wins & 7 nominations.	12	7	2h 20min	17.00	-11690000.00	Action	 Drama	 War
235	The Sea Inside	2004	80	74	2089999	https://www.imdb.com/title/tt0369702/?ref_=adv_li_i	Spain		11346000	Won 1 Oscar.	1	0	2h 5min	6.00	-9256001.00	Biography	 Drama	
323	Shaun of the Dead	2004	79	76	13540000	https://www.imdb.com/title/tt0365748/?ref_=adv_li_i	UK		5187335.696	13 wins & 20 nominations.	13	20	1h 39min	3.00	8352664.30	Comedy	 Horror	
160	Before Sunset	2004	81	90	5790000	https://www.imdb.com/title/tt0381681/?ref_=adv_li_i	USA		2700000	Nominated for 1 Oscar.	0	1	1h 20min	9.00	3090000.00	Drama	 Romance	
157	Million Dollar Baby	2004	81	86	100490000	https://www.imdb.com/title/tt0405159/?ref_=adv_li_i	USA		30000000	Won 4 Oscars.	4	0	2h 12min	5.00	70490000.00	Drama	 Sport	
515	The Machinist	2004	77	61	1080000	https://www.imdb.com/title/tt0361862/?ref_=adv_li_i	Spain		5000000	7 wins & 15 nominations.	7	15	1h 41min	16.00	-3920000.00	Drama	 Thriller	
622	Kiss Kiss Bang Bang	2005	76	72	4240000	https://www.imdb.com/title/tt0373469/?ref_=adv_li_i	USA		15000000	5 wins & 16 nominations.	5	16	1h 43min	4.00	-10760000.00	Action	 Comedy	 Crime
