Column1	title	year	rating	metascore	gross	hyperlink	country	Column2	budget	awards	award wins	award nominations	duration	rating-metascore	revenue	genre1	genre2	genre3
635	Star Wars: Episode III - Revenge of the Sith	2005	76	68	380260000	https://www.imdb.com/title/tt0121766/?ref_=adv_li_i	USA		113000000	Nominated for 1 Oscar.	0	1	2h 20min	8.00	267260000.00	Action	 Adventure	 Fantasy
520	Harry Potter and the Goblet of Fire	2005	77	81	290010000	https://www.imdb.com/title/tt0330373/?ref_=adv_li_i	UK		150000000	Nominated for 1 Oscar.	0	1	2h 37min	4.00	140010000.00	Adventure	 Family	 Fantasy
324	Walk the Line	2005	79	72	119520000	https://www.imdb.com/title/tt0358273/?ref_=adv_li_i	USA		28000000	Won 1 Oscar.	1	0	2h 16min	7.00	91520000.00	Biography	 Drama	 Music
405	Joyeux Noel	2005	78	70	1050000	https://www.imdb.com/title/tt0424205/?ref_=adv_li_i	France		22000000	Nominated for 1 Oscar.	0	1	1h 56min	8.00	-20950000.00	Drama	 History	 Music
321	Serenity	2005	79	74	25510000	https://www.imdb.com/title/tt0379786/?ref_=adv_li_i	USA		40000000	9 wins & 9 nominations.	9	9	1h 59min	5.00	-14490000.00	Action	 Adventure	 Sci-Fi
106	V for Vendetta	2005	82	62	70510000	https://www.imdb.com/title/tt0434409/?ref_=adv_li_i	USA		54000000	7 wins & 27 nominations.	7	27	2h 12min	20.00	16510000.00	Action	 Drama	 Sci-Fi
236	Cinderella Man	2005	80	69	61650000	https://www.imdb.com/title/tt0352248/?ref_=adv_li_i	USA		88000000	Nominated for 3 Oscars.	0	3	2h 24min	11.00	-26350000.00	Biography	 Drama	 Sport
408	The World's Fastest Indian	2005	78	68	5130000	https://www.imdb.com/title/tt0412080/?ref_=adv_li_i	New Zealand		25000000	11 wins & 6 nominations.	11	6	2h 7min	10.00	-19870000.00	Biography	 Drama	 Sport
70	Batman Begins	2005	83	70	206850000	https://www.imdb.com/title/tt0372784/?ref_=adv_li_i	USA		150000000	Nominated for 1 Oscar.	0	1	2h 20min	13.00	56850000.00	Action	 Adventure	 Thriller
609	Lady Vengeance	2005	76	75	210000	https://www.imdb.com/title/tt0451094/?ref_=adv_li_i	South Korea		3740557.003	12 wins & 12 nominations.	12	12	1h 55min	1.00	-3530557.00	Crime	 Drama	 Thriller
621	Lord of War	2005	76	62	24150000	https://www.imdb.com/title/tt0399295/?ref_=adv_li_i	USA		50000000	2 wins & 2 nominations.	2	2	2h 2min	14.00	-25850000.00	Crime	 Drama	 Thriller
620	Munich	2005	76	74	47400000	https://www.imdb.com/title/tt0408306/?ref_=adv_li_i	France		70000000	Nominated for 5 Oscars.	0	5	2h 44min	2.00	-22600000.00	Drama	 History	 Thriller
619	Match Point	2005	76	72	23090000	https://www.imdb.com/title/tt0416320/?ref_=adv_li_i	UK		15000000	Nominated for 1 Oscar.	0	1	2h 4min	4.00	8090000.00	Drama	 Romance	 Thriller
614	Thank You for Smoking	2005	76	71	24790000	https://www.imdb.com/title/tt0427944/?ref_=adv_li_i	USA		6500000	Nominated for 2 Golden Globes.	0	2	1h 32min	5.00	18290000.00	Comedy	 Drama	
512	Brokeback Mountain	2005	77	87	83040000	https://www.imdb.com/title/tt0388795/?ref_=adv_li_i	USA		14000000	Won 3 Oscars.	3	0	2h 14min	10.00	69040000.00	Drama	 Romance	
407	Pride &amp; Prejudice	2005	78	82	38410000	https://www.imdb.com/title/tt0414387/?ref_=adv_li_i	France		28000000	Nominated for 4 Oscars.	0	4	2h 9min	4.00	10410000.00	Drama	 Romance	
229	Sin City	2005	80	74	74100000	https://www.imdb.com/title/tt0401792/?ref_=adv_li_i	USA		Unknown	34 wins & 51 nominations.	34	51	2h 4min	6.00		Crime	 Thriller	
500	Paprika	2006	77	81	880000	https://www.imdb.com/title/tt0851578/?ref_=adv_li_i	Japan		Unknown	6 wins & 5 nominations.	6	5	1h 30min	4.00		Animation	 Action	 Drama
402	Apocalypto	2006	78	68	50870000	https://www.imdb.com/title/tt0472043/?ref_=adv_li_i	USA		40000000	Nominated for 3 Oscars.	0	3	2h 19min	10.00	10870000.00	Action	 Adventure	 Drama
509	Fearless	2006	77	70	24630000	https://www.imdb.com/title/tt0446059/?ref_=adv_li_i	China		Unknown	6 wins & 12 nominations.	6	12	1h 44min	7.00		Action	 Biography	 Drama
315	The Fall	2006	79	64	2280000	https://www.imdb.com/title/tt0460791/?ref_=adv_li_i	USA		Unknown	4 wins & 11 nominations.	4	11	1h 57min	15.00		Adventure	 Comedy	 Drama
616	Stranger Than Fiction	2006	76	67	40140000	https://www.imdb.com/title/tt0420223/?ref_=adv_li_i	USA		38000000	Nominated for 1 Golden Globe.	0	1	1h 53min	9.00	2140000.00	Comedy	 Drama	 Fantasy
507	The Last King of Scotland	2006	77	74	17610000	https://www.imdb.com/title/tt0455590/?ref_=adv_li_i	UK		6000000	Won 1 Oscar.	1	0	2h 3min	3.00	11610000.00	Biography	 Drama	 History
608	Inside Man	2006	76	76	88510000	https://www.imdb.com/title/tt0454848/?ref_=adv_li_i	USA		45000000	6 wins & 11 nominations.	6	11	2h 9min	0.00	43510000.00	Crime	 Drama	 Mystery
611	The Illusionist	2006	76	68	39870000	https://www.imdb.com/title/tt0443543/?ref_=adv_li_i	USA		16000000	Nominated for 1 Oscar.	0	1	1h 50min	8.00	23870000.00	Drama	 Mystery	 Romance
31	The Prestige	2006	85	66	53090000	https://www.imdb.com/title/tt0482571/?ref_=adv_li_i	USA		40000000	Nominated for 2 Oscars.	0	2	2h 10min	19.00	13090000.00	Drama	 Mystery	 Sci-Fi
232	Casino Royale	2006	80	80	167450000	https://www.imdb.com/title/tt0381061/?ref_=adv_li_i	UK		150000000	Won 1 BAFTA Film Award.	1	0	2h 24min	0.00	17450000.00	Action	 Adventure	 Thriller
227	Blood Diamond	2006	80	64	57370000	https://www.imdb.com/title/tt0450259/?ref_=adv_li_i	Germany		100000000	Nominated for 5 Oscars.	0	5	2h 23min	16.00	-42630000.00	Adventure	 Drama	 Thriller
32	The Departed	2006	85	85	132380000	https://www.imdb.com/title/tt0407887/?ref_=adv_li_i	USA		90000000	Won 4 Oscars.	4	0	2h 31min	0.00	42380000.00	Crime	 Drama	 Thriller
606	United 93	2006	76	90	31570000	https://www.imdb.com/title/tt0475276/?ref_=adv_li_i	USA		Unknown	Nominated for 2 Oscars.	0	2	1h 51min	14.00		Drama	 History	 Thriller
331	Children of Men	2006	79	84	35550000	https://www.imdb.com/title/tt0206634/?ref_=adv_li_i	USA		76000000	Nominated for 3 Oscars.	0	3	1h 49min	5.00	-40450000.00	Drama	 Sci-Fi	 Thriller
105	Pan's Labyrinth	2006	82	98	37630000	https://www.imdb.com/title/tt0457430/?ref_=adv_li_i	Spain		15317100	Won 3 Oscars.	3	0	1h 58min	16.00	22312900.00	Drama	 Fantasy	 War
314	Letters from Iwo Jima	2006	79	89	13760000	https://www.imdb.com/title/tt0498380/?ref_=adv_li_i	USA		19000000	Won 1 Oscar.	1	0	2h 21min	10.00	-5240000.00	Drama	 History	 War
410	Black Book	2006	78	71	4400000	https://www.imdb.com/title/tt0389557/?ref_=adv_li_i	Netherlands		21000000	Nominated for 1 BAFTA Film Award.	0	1	2h 25min	7.00	-16600000.00	Drama	 Thriller	 War
226	The Pursuit of Happyness	2006	80	64	163570000	https://www.imdb.com/title/tt0454921/?ref_=adv_li_i	USA		55000000	Nominated for 1 Oscar.	0	1	1h 57min	16.00	108570000.00	Biography	 Drama	
404	Little Miss Sunshine	2006	78	80	59890000	https://www.imdb.com/title/tt0449059/?ref_=adv_li_i	USA		8000000	Won 2 Oscars.	2	0	1h 41min	2.00	51890000.00	Comedy	 Drama	
612	Volver	2006	76	84	12900000	https://www.imdb.com/title/tt0441909/?ref_=adv_li_i	Spain		8452770	Nominated for 1 Oscar.	0	1	2h 1min	8.00	4447230.00	Comedy	 Drama	
505	This Is England	2006	77	86	330000	https://www.imdb.com/title/tt0480025/?ref_=adv_li_i	UK		1945250.886	Nominated for 1 BAFTA Film Award.	0	1	1h 41min	9.00	-1615250.89	Crime	 Drama	
56	The Lives of Others	2006	84	89	11290000	https://www.imdb.com/title/tt0405094/?ref_=adv_li_i	Germany		2000000	Won 1 Oscar.	1	0	2h 17min	5.00	9290000.00	Drama	 Thriller	
403	After the Wedding	2006	78	78	410000	https://www.imdb.com/title/tt0457655/?ref_=adv_li_i	Denmark		Unknown	Nominated for 1 Oscar.	0	1	2h	0.00		Drama		
231	Ratatouille	2007	80	96	206450000	https://www.imdb.com/title/tt0382932/?ref_=adv_li_i	USA		150000000	Won 1 Oscar.	1	0	1h 51min	16.00	56450000.00	Animation	 Adventure	 Comedy
154	Into the Wild	2007	81	73	18350000	https://www.imdb.com/title/tt0758758/?ref_=adv_li_i	USA		15000000	Nominated for 2 Oscars.	0	2	2h 28min	8.00	3350000.00	Adventure	 Biography	 Drama
153	Persepolis	2007	81	90	4440000	https://www.imdb.com/title/tt0808417/?ref_=adv_li_i	France		7300000	Nominated for 1 Oscar.	0	1	1h 36min	9.00	-2860000.00	Animation	 Biography	 Drama
513	3:10 to Yuma	2007	77	76	53610000	https://www.imdb.com/title/tt0381849/?ref_=adv_li_i	USA		55000000	Nominated for 2 Oscars.	0	2	2h 2min	1.00	-1390000.00	Action	 Crime	 Drama
399	American Gangster	2007	78	76	130160000	https://www.imdb.com/title/tt0765429/?ref_=adv_li_i	USA		100000000	Nominated for 2 Oscars.	0	2	2h 37min	2.00	30160000.00	Biography	 Crime	 Drama
503	Stardust	2007	77	66	38630000	https://www.imdb.com/title/tt0486655/?ref_=adv_li_i	UK		70000000	5 wins & 8 nominations.	5	8	2h 7min	11.00	-31370000.00	Adventure	 Family	 Fantasy
511	Control	2007	77	78	870000	https://www.imdb.com/title/tt0421082/?ref_=adv_li_i	UK		5105700	Nominated for 1 BAFTA Film Award.	0	1	2h 2min	1.00	-4235700.00	Biography	 Drama	 Music
610	La Vie en Rose	2007	76	66	10300000	https://www.imdb.com/title/tt0450188/?ref_=adv_li_i	France		Unknown	Won 2 Oscars.	2	0	2h 20min	10.00		Biography	 Drama	 Music
318	Hot Fuzz	2007	79	81	23640000	https://www.imdb.com/title/tt0425112/?ref_=adv_li_i	UK		10374671.39	2 wins & 9 nominations.	2	9	2h 1min	2.00	13265328.61	Action	 Comedy	 Mystery
508	Gone Baby Gone	2007	77	72	20300000	https://www.imdb.com/title/tt0452623/?ref_=adv_li_i	USA		19000000	Nominated for 1 Oscar.	0	1	1h 54min	5.00	1300000.00	Crime	 Drama	 Mystery
510	Zodiac	2007	77	78	33080000	https://www.imdb.com/title/tt0443706/?ref_=adv_li_i	USA		65000000	3 wins & 67 nominations.	3	67	2h 37min	1.00	-31920000.00	Crime	 Drama	 Mystery
615	The Great Debaters	2007	76	65	30230000	https://www.imdb.com/title/tt0427309/?ref_=adv_li_i	USA		15000000	Nominated for 1 Golden Globe.	0	1	2h 6min	11.00	15230000.00	Biography	 Drama	 Romance
312	Once	2007	79	88	9440000	https://www.imdb.com/title/tt0907657/?ref_=adv_li_i	Ireland		204228	Won 1 Oscar.	1	0	1h 26min	9.00	9235772.00	Drama	 Music	 Romance
397	Atonement	2007	78	85	50930000	https://www.imdb.com/title/tt0783233/?ref_=adv_li_i	UK		30000000	Won 1 Oscar.	1	0	2h 3min	7.00	20930000.00	Drama	 Mystery	 Romance
103	Chak de! India	2007	82	68	1110000	https://www.imdb.com/title/tt0871510/?ref_=adv_li_i	India		Unknown	26 wins & 12 nominations.	26	12	2h 33min	14.00		Drama	 Family	 Sport
502	Eastern Promises	2007	77	82	17110000	https://www.imdb.com/title/tt0765443/?ref_=adv_li_i	UK		32420848.1	Nominated for 1 Oscar.	0	1	1h 40min	5.00	-15310848.10	Crime	 Drama	 Thriller
155	No Country for Old Men	2007	81	91	74280000	https://www.imdb.com/title/tt0477348/?ref_=adv_li_i	USA		25000000	Won 4 Oscars.	4	0	2h 2min	10.00	49280000.00	Crime	 Drama	 Thriller
607	Grindhouse	2007	76	77	25030000	https://www.imdb.com/title/tt0462322/?ref_=adv_li_i	USA		53000000	7 wins & 15 nominations.	7	15	3h 11min	1.00	-27970000.00	Action	 Horror	 Thriller
228	The Bourne Ultimatum	2007	80	85	227470000	https://www.imdb.com/title/tt0440963/?ref_=adv_li_i	USA		110000000	Won 3 Oscars.	3	0	1h 55min	5.00	117470000.00	Action	 Mystery	 Thriller
605	The Counterfeiters	2007	76	78	5480000	https://www.imdb.com/title/tt0813547/?ref_=adv_li_i	Austria		4765320	Won 1 Oscar.	1	0	1h 39min	2.00	714680.00	Crime	 Drama	 War
230	The Diving Bell and the Butterfly	2007	80	92	5990000	https://www.imdb.com/title/tt0401383/?ref_=adv_li_i	France		Unknown	Nominated for 4 Oscars.	0	4	1h 52min	12.00		Biography	 Drama	
604	Superbad	2007	76	76	121460000	https://www.imdb.com/title/tt0829482/?ref_=adv_li_i	USA		20000000	11 wins & 24 nominations.	11	24	1h 53min	0.00	101460000.00	Comedy		
311	"4 Months, 3 Weeks and 2 Days"	2007	79	97	1190000	https://www.imdb.com/title/tt1032846/?ref_=adv_li_i	Romania		669414	Nominated for 1 Golden Globe.	0	1	1h 53min	18.00	520586.00	Drama		
599	Boy A	2007	76	75	110000	https://www.imdb.com/title/tt1078188/?ref_=adv_li_i	UK		Unknown	13 wins & 11 nominations.	13	11	1h 42min	1.00		Drama		
396	The Edge of Heaven	2007	78	85	740000	https://www.imdb.com/title/tt0880502/?ref_=adv_li_i	Germany		Unknown	33 wins & 16 nominations.	33	16	2h 2min	7.00		Drama		
617	The Kite Runner	2007	76	61	15800000	https://www.imdb.com/title/tt0419887/?ref_=adv_li_i	USA		20000000	Nominated for 1 Oscar.	0	1	2h 8min	15.00	-4200000.00	Drama		
499	The Visitor	2007	77	79	9420000	https://www.imdb.com/title/tt0857191/?ref_=adv_li_i	USA		4000000	Nominated for 1 Oscar.	0	1	1h 44min	2.00	5420000.00	Drama		
104	There Will Be Blood	2007	82	93	40220000	https://www.imdb.com/title/tt0469494/?ref_=adv_li_i	USA		25000000	Won 2 Oscars.	2	0	2h 38min	11.00	15220000.00	Drama		
613	Kung Fu Panda	2008	76	73	215430000	https://www.imdb.com/title/tt0441773/?ref_=adv_li_i	USA		130000000	Nominated for 1 Oscar.	0	1	1h 32min	3.00	85430000.00	Animation	 Action	 Adventure
497	Ponyo	2008	77	86	15090000	https://www.imdb.com/title/tt0876563/?ref_=adv_li_i	Japan		34000000	11 wins & 19 nominations.	11	19	1h 41min	9.00	-18910000.00	Animation	 Adventure	 Comedy
221	Waltz with Bashir	2008	80	91	2280000	https://www.imdb.com/title/tt1185616/?ref_=adv_li_i	Israel		1500000	Nominated for 1 Oscar.	0	1	1h 30min	11.00	780000.00	Animation	 Biography	 Drama
2	The Dark Knight	2008	90	84	534860000	https://www.imdb.com/title/tt0468569/?ref_=adv_li_i	USA		185000000	Won 2 Oscars.	2	0	2h 32min	6.00	349860000.00	Action	 Crime	 Drama
501	Changeling	2008	77	63	35740000	https://www.imdb.com/title/tt0824747/?ref_=adv_li_i	USA		55000000	Nominated for 3 Oscars.	0	3	2h 21min	14.00	-19260000.00	Biography	 Crime	 Drama
313	In Bruges	2008	79	67	7760000	https://www.imdb.com/title/tt0780536/?ref_=adv_li_i	UK		15000000	Nominated for 1 Oscar.	0	1	1h 47min	12.00	-7240000.00	Comedy	 Crime	 Drama
55	WALL·E	2008	84	95	223810000	https://www.imdb.com/title/tt0910970/?ref_=adv_li_i	USA		180000000	Won 1 Oscar.	1	0	1h 38min	11.00	43810000.00	Animation	 Adventure	 Family
498	Frost/Nixon	2008	77	80	18590000	https://www.imdb.com/title/tt0870111/?ref_=adv_li_i	USA		25000000	Nominated for 5 Oscars.	0	5	2h 2min	3.00	-6410000.00	Biography	 Drama	 History
406	The Curious Case of Benjamin Button	2008	78	70	127510000	https://www.imdb.com/title/tt0421715/?ref_=adv_li_i	USA		150000000	Won 3 Oscars.	3	0	2h 46min	8.00	-22490000.00	Drama	 Fantasy	 Romance
307	Let the Right One In	2008	79	82	2120000	https://www.imdb.com/title/tt1139797/?ref_=adv_li_i	Sweden		4000000	Nominated for 1 BAFTA Film Award.	0	1	1h 54min	3.00	-1880000.00	Drama	 Horror	 Romance
322	Iron Man	2008	79	79	318410000	https://www.imdb.com/title/tt0371746/?ref_=adv_li_i	USA		140000000	Nominated for 2 Oscars.	0	2	2h 6min	0.00	178410000.00	Action	 Adventure	 Sci-Fi
602	The Hurt Locker	2008	76	94	17020000	https://www.imdb.com/title/tt0887912/?ref_=adv_li_i	USA		15000000	Won 6 Oscars.	6	0	2h 11min	18.00	2020000.00	Drama	 Thriller	 War
601	Hunger	2008	76	82	150000	https://www.imdb.com/title/tt0986233/?ref_=adv_li_i	Ireland		1945250.886	45 wins & 33 nominations.	45	33	1h 36min	6.00	-1795250.89	Biography	 Drama	
600	Milk	2008	76	84	31840000	https://www.imdb.com/title/tt1013753/?ref_=adv_li_i	USA		20000000	Won 2 Oscars.	2	0	2h 8min	8.00	11840000.00	Biography	 Drama	
150	Departures	2008	81	68	1540000	https://www.imdb.com/title/tt1069238/?ref_=adv_li_i	Japan		Unknown	Won 1 Oscar.	1	0	2h 10min	13.00		Drama	 Music	
222	Slumdog Millionaire	2008	80	86	141320000	https://www.imdb.com/title/tt1010048/?ref_=adv_li_i	UK		15000000	Won 8 Oscars.	8	0	2h	6.00	126320000.00	Drama	 Romance	
309	The Wrestler	2008	79	81	26240000	https://www.imdb.com/title/tt1125849/?ref_=adv_li_i	USA		6000000	Nominated for 2 Oscars.	0	2	1h 49min	2.00	20240000.00	Drama	 Sport	
147	Gran Torino	2008	81	72	148100000	https://www.imdb.com/title/tt1205489/?ref_=adv_li_i	Germany		33000000	Nominated for 1 Golden Globe.	0	1	1h 56min	9.00	115100000.00	Drama		
317	Fantastic Mr. Fox	2009	79	83	21000000	https://www.imdb.com/title/tt0432283/?ref_=adv_li_i	USA		40000000	Nominated for 2 Oscars.	0	2	1h 27min	4.00	-19000000.00	Animation	 Adventure	 Comedy
68	Up	2009	83	88	293000000	https://www.imdb.com/title/tt1049413/?ref_=adv_li_i	USA		175000000	Won 2 Oscars.	2	0	1h 36min	5.00	118000000.00	Animation	 Adventure	 Comedy
504	The Secret of Kells	2009	77	81	690000	https://www.imdb.com/title/tt0485601/?ref_=adv_li_i	France		7374900	Nominated for 1 Oscar.	0	1	1h 15min	4.00	-6684900.00	Animation	 Adventure	 Family
400	Avatar	2009	78	83	760510000	https://www.imdb.com/title/tt0499549/?ref_=adv_li_i	UK		237000000	Won 3 Oscars.	3	0	2h 42min	5.00	523510000.00	Action	 Adventure	 Fantasy
521	Coraline	2009	77	80	75290000	https://www.imdb.com/title/tt0327597/?ref_=adv_li_i	USA		60000000	Nominated for 1 Oscar.	0	1	1h 40min	3.00	15290000.00	Animation	 Drama	 Fantasy
618	Harry Potter and the Half-Blood Prince	2009	76	78	301960000	https://www.imdb.com/title/tt0417741/?ref_=adv_li_i	UK		250000000	Nominated for 1 Oscar.	0	1	2h 33min	2.00	51960000.00	Adventure	 Family	 Fantasy
598	Zombieland	2009	76	73	75590000	https://www.imdb.com/title/tt1156398/?ref_=adv_li_i	USA		23600000	10 wins & 28 nominations.	10	28	1h 28min	3.00	51990000.00	Adventure	 Comedy	 Horror
390	Mother	2009	78	79	550000	https://www.imdb.com/title/tt1216496/?ref_=adv_li_i	South Korea		5000000	38 wins & 43 nominations.	38	43	2h 9min	1.00	-4450000.00	Crime	 Drama	 Mystery
393	The Girl with the Dragon Tattoo	2009	78	76	10100000	https://www.imdb.com/title/tt1132620/?ref_=adv_li_i	Sweden		13000000	Won 1 BAFTA Film Award.	1	0	2h 32min	2.00	-2900000.00	Crime	 Drama	 Mystery
392	The White Ribbon	2009	78	82	2220000	https://www.imdb.com/title/tt1149362/?ref_=adv_li_i	Germany		13615200	Nominated for 2 Oscars.	0	2	2h 24min	4.00	-11395200.00	Drama	 History	 Mystery
495	500 Days of Summer	2009	77	76	32390000	https://www.imdb.com/title/tt1022603/?ref_=adv_li_i	USA		7500000	Nominated for 2 Golden Globes.	0	2	1h 35min	1.00	24890000.00	Comedy	 Drama	 Romance
401	Mr. Nobody	2009	78	63	0	https://www.imdb.com/title/tt0485947/?ref_=adv_li_i	Belgium		47000000	11 wins & 6 nominations.	11	6	2h 21min	15.00	-47000000.00	Drama	 Fantasy	 Romance
99	The Secret in Their Eyes	2009	82	80	6390000	https://www.imdb.com/title/tt1305806/?ref_=adv_li_i	Argentina		2000000	Won 1 Oscar.	1	0	2h 9min	2.00	4390000.00	Drama	 Mystery	 Romance
224	Star Trek	2009	80	82	257730000	https://www.imdb.com/title/tt0796366/?ref_=adv_li_i	USA		150000000	Won 1 Oscar.	1	0	2h 7min	2.00	107730000.00	Action	 Adventure	 Sci-Fi
306	Moon	2009	79	67	5010000	https://www.imdb.com/title/tt1182345/?ref_=adv_li_i	UK		5000000	Won 1 BAFTA Film Award.	1	0	1h 37min	12.00	10000.00	Drama	 Mystery	 Sci-Fi
308	District 9	2009	79	81	115650000	https://www.imdb.com/title/tt1136608/?ref_=adv_li_i	South Africa		30000000	Nominated for 4 Oscars.	0	4	1h 52min	2.00	85650000.00	Action	 Sci-Fi	 Thriller
71	Inglourious Basterds	2009	83	69	120540000	https://www.imdb.com/title/tt0361748/?ref_=adv_li_i	Germany		75000000	Won 1 Oscar.	1	0	2h 33min	14.00	45540000.00	Adventure	 Drama	 War
220	About Elly	2009	80	87	110000	https://www.imdb.com/title/tt1360860/?ref_=adv_li_i	Iran		Unknown	16 wins & 13 nominations.	16	13		7.00		Drama	Mystery	Thriller
54	3 Idiots	2009	84	67	6530000	https://www.imdb.com/title/tt1187043/?ref_=adv_li_i	India		7716887.919	35 wins & 13 nominations.	35	13	2h 50min	17.00	-1186887.92	Comedy	 Drama	
305	A Prophet	2009	79	90	2080000	https://www.imdb.com/title/tt1235166/?ref_=adv_li_i	France		13615200	Nominated for 1 Oscar.	0	1	2h 35min	11.00	-11535200.00	Crime	 Drama	
594	A Single Man	2009	76	77	9170000	https://www.imdb.com/title/tt1315981/?ref_=adv_li_i	USA		7000000	Nominated for 1 Oscar.	0	1	1h 39min	1.00	2170000.00	Drama	 Romance	
492	The Hangover	2009	77	73	277320000	https://www.imdb.com/title/tt1119646/?ref_=adv_li_i	USA		35000000	Won 1 Golden Globe.	1	0	1h 40min	4.00	242320000.00	Comedy		
151	How to Train Your Dragon	2010	81	74	217580000	https://www.imdb.com/title/tt0892769/?ref_=adv_li_i	USA		165000000	Nominated for 2 Oscars.	0	2	1h 38min	7.00	52580000.00	Animation	 Action	 Adventure
409	Tangled	2010	78	71	200820000	https://www.imdb.com/title/tt0398286/?ref_=adv_li_i	USA		260000000	Nominated for 1 Oscar.	0	1	1h 40min	7.00	-59180000.00	Animation	 Adventure	 Comedy
69	Toy Story 3	2010	83	92	415000000	https://www.imdb.com/title/tt0435761/?ref_=adv_li_i	USA		200000000	Won 2 Oscars.	2	0	1h 43min	9.00	215000000.00	Animation	 Adventure	 Comedy
590	13 Assassins	2010	76	84	800000	https://www.imdb.com/title/tt1436045/?ref_=adv_li_i	Japan		6000000	14 wins & 27 nominations.	14	27	2h 21min	8.00	-5200000.00	Action	 Adventure	 Drama
589	127 Hours	2010	76	82	18340000	https://www.imdb.com/title/tt1542344/?ref_=adv_li_i	USA		18000000	Nominated for 6 Oscars.	0	6	1h 34min	6.00	340000.00	Adventure	 Biography	 Drama
143	Elite Squad: The Enemy Within	2010	81	71	100000	https://www.imdb.com/title/tt1555149/?ref_=adv_li_i	Brazil		Unknown	37 wins & 17 nominations.	37	17	1h 55min	10.00		Action	 Crime	 Drama
588	Arrietty	2010	76	80	19200000	https://www.imdb.com/title/tt1568921/?ref_=adv_li_i	Japan		23000000	11 wins & 6 nominations.	11	6	1h 34min	4.00	-3800000.00	Animation	 Adventure	 Family
488	Despicable Me	2010	77	72	251510000	https://www.imdb.com/title/tt1323594/?ref_=adv_li_i	USA		69000000	Nominated for 1 Golden Globe.	0	1	1h 35min	5.00	182510000.00	Animation	 Comedy	 Family
218	The King's Speech	2010	80	88	138800000	https://www.imdb.com/title/tt1504320/?ref_=adv_li_i	UK		15000000	Won 4 Oscars.	4	0	1h 58min	8.00	123800000.00	Biography	 Drama	 History
385	I Saw the Devil	2010	78	67	130000	https://www.imdb.com/title/tt1588170/?ref_=adv_li_i	South Korea		Unknown	16 wins & 19 nominations.	16	19	2h 22min	11.00		Action	 Drama	 Horror
496	Harry Potter and the Deathly Hallows: Part 1	2010	77	65	295980000	https://www.imdb.com/title/tt0926084/?ref_=adv_li_i	UK		194525088.6	Nominated for 2 Oscars.	0	2	2h 26min	12.00	101454911.42	Adventure	 Fantasy	 Mystery
9	Inception	2010	88	74	292580000	https://www.imdb.com/title/tt1375666/?ref_=adv_li_i	USA		160000000	Won 4 Oscars.	4	0	2h 28min	14.00	132580000.00	Action	 Adventure	 Sci-Fi
395	The Fighter	2010	78	79	93620000	https://www.imdb.com/title/tt0964517/?ref_=adv_li_i	USA		25000000	Won 2 Oscars.	2	0	1h 56min	1.00	68620000.00	Biography	 Drama	 Sport
603	The Town	2010	76	74	92190000	https://www.imdb.com/title/tt0840361/?ref_=adv_li_i	USA		37000000	Nominated for 1 Oscar.	0	1	2h 5min	2.00	55190000.00	Crime	 Drama	 Thriller
101	Incendies	2010	82	80	6860000	https://www.imdb.com/title/tt1255953/?ref_=adv_li_i	Canada		6800000	Nominated for 1 Oscar.	0	1	2h 11min	2.00	60000.00	Drama	 Mystery	 War
591	True Grit	2010	76	80	171240000	https://www.imdb.com/title/tt1403865/?ref_=adv_li_i	USA		38000000	Nominated for 10 Oscars.	0	10	1h 50min	4.00	133240000.00	Adventure	 Drama	 Western
595	Kick-Ass	2010	76	66	48070000	https://www.imdb.com/title/tt1250777/?ref_=adv_li_i	UK		30000000	19 wins & 61 nominations.	19	61	1h 57min	10.00	18070000.00	Action	 Comedy	
490	The Social Network	2010	77	95	96960000	https://www.imdb.com/title/tt1285016/?ref_=adv_li_i	USA		40000000	Won 3 Oscars.	3	0	2h	18.00	56960000.00	Biography	 Drama	
592	In a Better World	2010	76	65	1010000	https://www.imdb.com/title/tt1340107/?ref_=adv_li_i	Denmark		Unknown	Won 1 Oscar.	1	0	1h 58min	11.00		Drama	 Romance	
223	Black Swan	2010	80	79	106950000	https://www.imdb.com/title/tt0947798/?ref_=adv_li_i	USA		13000000	Won 1 Oscar.	1	0	1h 48min	1.00	93950000.00	Drama	 Thriller	
149	Shutter Island	2010	81	63	128009999	https://www.imdb.com/title/tt1130884/?ref_=adv_li_i	USA		80000000	9 wins & 62 nominations.	9	62	2h 18min	18.00	48009999.00	Mystery	 Thriller	
148	Harry Potter and the Deathly Hallows: Part 2	2011	81	87	381010000	https://www.imdb.com/title/tt1201607/?ref_=adv_li_i	USA		125000000	Nominated for 3 Oscars.	0	3	2h 10min	6.00	256010000.00	Adventure	 Drama	 Fantasy
386	The Girl with the Dragon Tattoo	2011	78	71	102520000	https://www.imdb.com/title/tt1568346/?ref_=adv_li_i	USA		90000000	Won 1 Oscar.	1	0	2h 38min	7.00	12520000.00	Crime	 Drama	 Mystery
489	50/50	2011	77	72	35010000	https://www.imdb.com/title/tt1306980/?ref_=adv_li_i	USA		8000000	Nominated for 2 Golden Globes.	0	2	1h 40min	5.00	27010000.00	Comedy	 Drama	 Romance
300	The Artist	2011	79	89	44670000	https://www.imdb.com/title/tt1655442/?ref_=adv_li_i	France		15000000	Won 5 Oscars.	5	0	1h 40min	10.00	29670000.00	Comedy	 Drama	 Romance
